date,XLE,SPY
2012-05-16,-0.005651,-0.003832
2012-05-17,-0.006332,-0.014823999999999999
2012-05-18,-0.006217,-0.008559
2012-05-21,0.02299,0.017188
2012-05-22,-0.002446,0.0017430000000000002
2012-05-23,0.0036779999999999994,0.00053
2012-05-24,-0.0007630000000000001,0.001966
2012-05-25,-0.004737,-0.0032439999999999995
2012-05-29,0.016736,0.012112000000000001
2012-05-30,-0.030655,-0.01451
2012-05-31,-0.008724,-0.002201
2012-06-01,-0.024988,-0.025177
2012-06-04,-0.0008059999999999999,-0.000234
2012-06-05,0.00855,0.007572
2012-06-06,0.03087,0.022468
2012-06-07,0.000621,0.000303
2012-06-08,0.000155,0.003976
2012-06-11,-0.013643,-0.01266
2012-06-12,0.014147,0.011452
2012-06-13,-0.012709,-0.006395
2012-06-14,0.015699,0.0106
2012-06-15,0.019028,0.010177
2012-06-18,-0.008991,0.001938
2012-06-19,0.014455,0.009673
2012-06-20,-0.003941,-0.001621
2012-06-21,-0.040937,-0.022439
2012-06-22,0.006665,0.007702
2012-06-25,-0.022383,-0.016035
2012-06-26,0.010803,0.002513
2012-06-27,0.020736999999999995,0.009039
2012-06-28,0.006876,-0.002876
2012-06-29,0.03011,0.024964
2012-07-02,0.000452,0.001488
2012-07-03,0.023946000000000002,0.006608
2012-07-05,-0.01309,-0.004527
2012-07-06,-0.012071999999999998,-0.009504
2012-07-09,-0.004526,-0.001255
2012-07-10,-0.015608,-0.00872
2012-07-11,0.013547,0.000149
2012-07-12,-0.0033409999999999994,-0.004845
2012-07-13,0.017525,0.016778
2012-07-16,0.003295,-0.002357
2012-07-17,0.012539,0.006867
2012-07-18,0.008698,0.007407
2012-07-19,0.003069,0.002621
2012-07-20,0.002331,-0.009148
2012-07-23,-0.009594,-0.010112
2012-07-24,-0.015999,-0.008624
2012-07-25,0.000746,0.000261
2012-07-26,0.028469,0.016497
2012-07-27,0.017681,0.018396
2012-07-30,0.002848,3.6e-05
2012-07-31,-0.010934,-0.006994
2012-08-01,0.004882,-0.0008709999999999999
2012-08-02,-0.016717,-0.006905
2012-08-03,0.023539999999999995,0.019826
2012-08-06,0.0026969999999999997,0.0019449999999999997
2012-08-07,0.015008,0.005014000000000001
2012-08-08,0.000837,0.001212
2012-08-09,0.006828999999999999,0.000854
2012-08-10,0.0018,0.0016359999999999999
2012-08-13,-0.003731,-0.000497
2012-08-14,-0.001803,0.000142
2012-08-15,-0.000139,0.001136
2012-08-16,0.008894,0.007379
2012-08-17,-0.000413,0.001338
2012-08-20,-0.003445,7e-05
2012-08-21,-0.00318,-0.003024
2012-08-22,0.003745,0.000423
2012-08-23,-0.011125000000000001,-0.008144
2012-08-24,0.00594,0.006007
2012-08-27,0.000417,0.000212
2012-08-28,0.0006939999999999998,-0.000989
2012-08-29,-0.006661,0.000778
2012-08-30,-0.010618,-0.007208
2012-08-31,0.010025,0.004769
2012-09-04,-0.007688999999999999,-0.000921
2012-09-05,-0.003804,-0.000851
2012-09-06,0.021072,0.020297
2012-09-07,0.017313,0.003895
2012-09-10,-0.004357,-0.005681
2012-09-11,0.010666,0.002787
2012-09-12,0.006088,0.0033349999999999994
2012-09-13,0.016272,0.015237
2012-09-14,0.013233,0.004434
2012-09-17,-0.007575000000000001,-0.003396
2012-09-18,-0.007106,-0.0008179999999999999
2012-09-19,-0.009675,0.000546
2012-09-20,0.002793,6.8e-05
2012-09-21,0.001068,-0.000413
2012-09-24,-0.005022000000000001,-0.001542
2012-09-25,-0.010969,-0.010608
2012-09-26,-0.009458,-0.005586
2012-09-27,0.013601,0.009386
2012-09-28,-0.004676,-0.004632
2012-10-01,0.00497,0.002605
2012-10-02,0.001761,0.001074
2012-10-03,-0.012309,0.004083
2012-10-04,0.010065999999999999,0.007133999999999999
2012-10-05,-0.002373,0.000103
2012-10-08,0.0016309999999999999,-0.003408
2012-10-09,0.001357,-0.009901
2012-10-10,-0.018699,-0.00638
2012-10-11,0.007457,0.000558
2012-10-12,-0.005482,-0.0032780000000000005
2012-10-15,0.005099,0.008328
2012-10-16,0.015906,0.010132999999999998
2012-10-17,0.012552,0.004535
2012-10-18,-0.000133,-0.002599
2012-10-19,-0.015731,-0.016667
2012-10-22,-0.005012,0.000142
2012-10-23,-0.023278,-0.013876
2012-10-24,-0.007666000000000001,-0.002828
2012-10-25,0.00941,0.0029069999999999994
2012-10-26,0.001252,-0.000566
2012-10-31,-0.000277,0.0
2012-11-01,0.004262,0.01047
2012-11-02,-0.016426,-0.008892
2012-11-05,0.007599,0.002039
2012-11-06,0.016062,0.007835
2012-11-07,-0.026116999999999998,-0.022664
2012-11-08,-0.018066,-0.012024
2012-11-09,-0.000287,0.0008690000000000001
2012-11-12,0.002013,0.0007599999999999999
2012-11-13,-0.004164,-0.003435
2012-11-14,-0.012173,-0.013500000000000002
2012-11-15,0.001386,-0.001691
2012-11-16,0.003933,0.004937
2012-11-19,0.023086,0.020238999999999997
2012-11-20,-0.003987,0.000431
2012-11-21,0.005411,0.0018680000000000003
2012-11-23,0.014162,0.013625
2012-11-26,-0.009778,-0.002122
2012-11-27,-0.008318,-0.005105000000000001
2012-11-28,0.009101,0.008052
2012-11-29,0.002255,0.004666
2012-11-30,-0.000844,0.000246
2012-12-03,-0.005484,-0.004959
2012-12-04,-0.003685,-0.001414
2012-12-05,0.006961,0.00177
2012-12-06,0.003243,0.003392
2012-12-07,0.006047,0.003064
2012-12-10,-0.001118,0.000407
